ID,Tipo_escuela,ESCUELA,GRADO,Grupo,Anios,Total_meses,Sexo,Calificacion,ConteoT,Target,ConteoCorrecto12-13,Conteocorrecto_Target12-13,nivelactividad,Sonrisa_Risa,Placer_alta_intensidad,Impulsividad,Aprox,Timidez,Miedo,Malestar,Tristeza,Frustracion,Autotranquilizacion,control_Inhibitorio,Placer_baja_intensidad,Sensibilidad perceptual,Atencion_foc,Shifting,conjunto_atencion,CE_condistractibilidad,AfectoNegativo,ExtraversionSurgency,CE_sindistractibilidad,Alerta,Orientacion,Conflicto,Errores_totales,ANT_porcentaje_errores_total,ANT_errores_omision,ANT_porcentaje_errores_omision,ANT_errores_comision,ANT_porcentaje_errores_comision,ANT_errores_porcentaje_50,ANT_errores_omisión_50,ANT_errores_comision_50,ANT_porcentaje_errores_omision_50,ANT_porcentaje_errores_comision_50,ANT_porcentajecorrecto,ANT_porcentaje_correctas_50,ANT_filtrado_50,Alerta_50,Orientacion_50,Conflicto_50,Central_Cue_rt,Spatial_Cue_rt,Perfiles,Perfiles_sindistac,CE_AltosBajos,AN_AltosBajos,Surgency_AltosBajos,CE_sindistrac_AltosBajos,CE_super_AltosBajos,AN_super_AltosBajos,Sugency_super_AltosBajos,CE_sindistrac_super_AltosBajos,Alerta_AltosBajos,Orientacion_AltosBajos,Conflicto_AltosBajos
111,0,1,1,3,7,86,0,9.7,12,0,1,0,4.69230769230769,5.76923076923077,6.38461538461539,4.38461538461539,5.53846153846154,2.92307692307692,2.25,2.83333333333333,3.5,3.76923076923077,5.84615384615385,6.46153846153846,5.61538461538462,6.45454545454545,6.11111111111111,3.6,5.21428571428571,5.64851592851593,3.63974358974359,4.94871794871795,6.16064491064491,-102,164.5,-56,20,11.8055555555556,10,6.80272108843537,10,6.80272108843537,11.8055555555556,10,10,6.80272108843537,6.80272108843537,88.1944444444444,88.1944444444444,1,-102,164.5,-56,1075.15,934.483870967742,2,2,1,0,1,1,1,0,1,1,0,1,0
112.00,0,1,1,3,,,0,9.9,13,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,0,1,2,4,8,97,1,8.9,12,1,1,1,4.46153846153846,4.61538461538462,5.53846153846154,3.92307692307692,5.61538461538462,3.07692307692308,3.16666666666667,2.58333333333333,3.33333333333333,3.92307692307692,5.61538461538462,5.23076923076923,5.75,4.66666666666667,4.88888888888889,4.4,4.71428571428571,4.98726495726496,3.72435897435897,4.53846153846154,5.1340811965812,76.5,85.5,219,15,8.3333333333334,3,2.04081632653061,12,8.16326530612245,8.3333333333334,3,12,2.04081632653061,8.16326530612245,91.6666666666666,91.6666666666666,1,76.5,85.5,219,787.71,710.542857142857,2,2,1,0,0,1,1,0,,1,1,1,1
114.00,0,1,2,4,,,1,8.4,11,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115.00,0,1,2,4,,,0,8.3,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,0,1,2,4,8,96,1,9,12,1,1,1,5.07692307692308,5.46153846153846,5.23076923076923,4.38461538461539,5.46153846153846,3.23076923076923,4.16666666666667,3.25,4.66666666666667,4.76923076923077,4.15384615384615,3.76923076923077,5.61538461538462,4.66666666666667,3.77777777777778,5.2,4.28571428571429,4.60581196581197,4.20128205128205,4.80769230769231,4.45726495726496,44,67,28.5,9,4.1666666666667,0,0,9,6.12244897959184,4.1666666666667,0,9,0,6.12244897959184,95.8333333333333,95.8333333333333,1,44,67,28.5,914.36,883.888888888889,0,0,0,0,1,0,,,1,0,0,1,0
117.00,0,1,2,4,7,84,0,8,12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118.00,0,1,2,4,,,1,9.1,12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.00,0,1,2,4,,,0,9.2,12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.00,0,1,2,4,,,0,9.3,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.00,0,1,2,4,,,0,9.3,11,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,0,1,2,4,8,96,0,9.8,13,0,1,0,6,4.84615384615385,5.30769230769231,4.69230769230769,6.07692307692308,3.84615384615385,5,2.58333333333333,3.5,4.07692307692308,4.53846153846154,4.84615384615385,4.53846153846154,5.16666666666667,5.11111111111111,5.4,5.21428571428571,5.01247863247863,3.93974358974359,5.12820512820513,4.91559829059829,157.5,84,137,15,8.3333333333334,3,2.04081632653061,12,8.16326530612245,8.3333333333334,3,12,2.04081632653061,8.16326530612245,91.6666666666666,91.6666666666666,1,157.5,84,137,870.64,754.852941176471,2,2,1,0,1,1,1,0,1,,1,1,1
123.00,0,1,2,4,,,1,8.1,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,0,1,2,4,8,96,0,9.4,12,1,1,1,3.30769230769231,4.92307692307692,5.30769230769231,4.38461538461539,5.61538461538462,1.84615384615385,5.5,3.58333333333333,4.83333333333333,3.84615384615385,5.92307692307692,5.84615384615385,5.76923076923077,5.5,4.77777777777778,5.8,5.14285714285714,5.53863247863248,4.73717948717949,4.23076923076923,5.4732905982906,29,10.5,143,19,11.1111111111112,3,2.04081632653061,16,10.8843537414966,11.1111111111112,3,16,2.04081632653061,10.8843537414966,88.8888888888888,88.8888888888888,1,29,10.5,143,1007.89,967.848484848485,3,3,1,1,0,1,1,1,0,1,0,0,1
125.00,0,1,2,4,7,91,1,8.4,,,,,5.07692307692308,5,5.84615384615385,5.30769230769231,5.84615384615385,3.15384615384615,2.91666666666667,4.16666666666667,3.75,3.76923076923077,4.76923076923077,4.07692307692308,4.69230769230769,4.75,4.66666666666667,5,4.78571428571429,4.63717948717949,3.87435897435897,5.03846153846154,4.54647435897436,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,,0,1,0,,,
126.00,0,1,2,4,,,1,7.5,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.00,0,1,2,4,,,0,8.7,12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.00,0,1,2,4,,,1,8.4,20,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,0,1,2,4,7,92,0,8.6,14,0,0,0,4.15384615384615,3.69230769230769,3.15384615384615,3.61538461538462,4.38461538461539,3.07692307692308,3.58333333333333,4.25,3.58333333333333,2.46153846153846,4.61538461538462,4.69230769230769,5.07692307692308,5.08333333333333,4.44444444444444,4.4,4.42857142857143,4.73940170940171,3.69871794871795,3.67948717948718,4.82425213675214,160.5,84,211.5,56,36.8055555555556,40,27.2108843537415,16,10.8843537414966,36.8055555555556,40,16,27.2108843537415,10.8843537414966,63.1944444444444,63.1944444444444,1,160.5,84,211.5,1024.00,963.615384615385,2,0,1,0,0,0,,0,0,,1,1,1
130.00,0,1,2,4,7,87,1,8.6,,,,,3.36363636363636,3.83333333333333,3.91666666666667,4.33333333333333,4.27272727272727,4.58333333333333,4.27272727272727,4.72727272727273,4.16666666666667,4.18181818181818,3.92307692307692,3.83333333333333,4.30769230769231,4.72727272727273,3,4.2,3.46153846153846,4.01365967365967,4.25431235431236,4.05050505050505,3.96707459207459,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,
131,0,1,2,4,7,84,0,8.5,13,1,1,1,4.38461538461539,3.92307692307692,4.08333333333333,4.07692307692308,4.38461538461539,3.23076923076923,3.91666666666667,4.25,3.75,4.07692307692308,3.69230769230769,4.25,4.41666666666667,4.66666666666667,3.77777777777778,4.2,3.92857142857143,4.26222222222222,3.93717948717949,4.01388888888889,4.27777777777778,-34.5,37.5,20,49,31.9444444444445,12,8.16326530612245,37,25.1700680272109,31.9444444444445,12,37,8.16326530612245,25.1700680272109,68.0555555555555,68.0555555555555,1,-34.5,37.5,20,946.96,920.291666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
132.00,0,1,2,4,,,1,6.3,12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,0,1,2,4,7,91,1,9.6,12,1,1,1,5.30769230769231,5.76923076923077,5.76923076923077,5.69230769230769,6.38461538461539,1.46153846153846,2.5,1.83333333333333,4,3.15384615384615,5.92307692307692,6.38461538461539,5,6.25,5.44444444444444,5,5.28571428571429,5.61581196581197,3.48205128205128,5.06410256410257,5.76976495726496,11.5,121,53,10,4.8611111111112,0,0,10,6.80272108843537,4.8611111111112,0,10,0,6.80272108843537,95.1388888888888,95.1388888888888,1,11.5,121,53,765.85,682.970588235294,2,2,1,0,1,1,1,0,1,1,0,1,0
134,0,1,2,4,7,88,1,7.6,19,0,0,0,4.76923076923077,5.07692307692308,3.84615384615385,3.92307692307692,4.23076923076923,3.30769230769231,4.25,3.41666666666667,3.5,3,4.69230769230769,3.92307692307692,4.46153846153846,3.83333333333333,3.44444444444444,4.8,3.92857142857143,4.09247863247863,3.77179487179487,4.19230769230769,3.91559829059829,32.5,42,138,29,18.0555555555556,1,0.680272108843537,28,19.047619047619,18.0555555555556,1,28,0.680272108843537,19.047619047619,81.9444444444444,81.9444444444444,1,32.5,42,138,823.48,806.677419354839,0,0,0,0,0,0,0,0,0,0,0,1,1
135,0,1,2,4,,,1,7.3,12,1,1,1,4.53846153846154,5.38461538461539,5,4.38461538461539,5.53846153846154,3.30769230769231,4.5,4.16666666666667,3.16666666666667,4.15384615384615,5.30769230769231,4.61538461538462,4.92307692307692,5.25,4.88888888888889,4.8,4.85714285714286,4.89547008547009,4.25897435897436,4.69230769230769,4.91933760683761,143,-36,30,10,4.8611111111112,4,2.72108843537415,6,4.08163265306122,4.8611111111112,4,6,2.72108843537415,4.08163265306122,95.1388888888888,95.1388888888888,1,143,-36,30,831.34,867.527777777778,2,2,1,0,1,1,,,,,1,0,0
136.00,0,1,2,4,8,96,1,7.6,,,,,5.53846153846154,4.53846153846154,5.61538461538462,4.92307692307692,6.46153846153846,2.07692307692308,4.75,4.75,4.08333333333333,4.84615384615385,4.66666666666667,4.23076923076923,4.69230769230769,5.41666666666667,3.88888888888889,4,3.92857142857143,4.4457264957265,4.61923076923077,4.85897435897436,4.55715811965812,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,,,,
137.00,0,1,2,4,,,0,9.6,12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,0,1,2,4,8,98,1,9.1,11,1,0,0,5.38461538461539,6.46153846153846,5.76923076923077,5.92307692307692,6.15384615384615,1.30769230769231,3.08333333333333,3.18181818181818,4.08333333333333,3.84615384615385,5.30769230769231,3.46153846153846,5.61538461538462,3.83333333333333,5.22222222222222,3.6,4.64285714285714,4.34649572649573,3.9004662004662,5.16666666666667,4.53311965811966,42.5,84.5,91,12,6.25,0,0,12,8.16326530612245,6.25,0,12,0,8.16326530612245,93.75,93.75,1,42.5,84.5,91,705.12,649.735294117647,0,0,0,0,1,0,0,0,1,0,0,1,0
139.00,0,1,2,4,,,0,8.2,12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,0,1,2,4,8,96,1,8.3,12,1,1,1,3.53846153846154,4.84615384615385,4.84615384615385,3.76923076923077,5.61538461538462,4.53846153846154,3.83333333333333,3.66666666666667,4.5,4.07692307692308,3.92307692307692,4.92307692307692,5.30769230769231,5.08333333333333,5,4,4.64285714285714,4.86282051282051,4,4.52564102564103,5.07852564102564,64,21,159,27,16.6666666666667,0,0,27,18.3673469387755,16.6666666666667,0,27,0,18.3673469387755,83.3333333333333,83.3333333333333,1,64,21,159,608.29,581.903225806452,2,2,1,0,0,1,,0,,1,1,0,1
141,0,1,2,4,8,96,0,8.7,12,1,1,1,4.46153846153846,4.38461538461539,4.46153846153846,4.38461538461539,5.53846153846154,4.15384615384615,5.83333333333333,4.91666666666667,5.25,4.07692307692308,4,4.30769230769231,4.61538461538462,6,3.55555555555556,4.6,3.92857142857143,4.6157264957265,4.81538461538462,4.56410256410257,4.61965811965812,165,20,-100.5,12,6.25,4,2.72108843537415,8,5.4421768707483,6.25,4,8,2.72108843537415,5.4421768707483,93.75,93.75,1,165,20,-100.5,887.60,865.571428571429,1,1,0,1,1,0,,1,,,1,0,0
142.00,0,1,2,4,,,1,7.2,13,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,0,1,2,4,7,84,0,9.3,12,0,1,0,4,4.75,4.58333333333333,4.11111111111111,5.07692307692308,4.61538461538462,3.91666666666667,3.54545454545455,4.57142857142857,3.54545454545455,3.91666666666667,4.25,5.25,4.1,4.55555555555556,4.25,4.46153846153846,4.48111111111111,3.8991341991342,4.52279202279202,4.53888888888889,191,65,197.5,29,18.0555555555556,14,9.52380952380952,15,10.2040816326531,18.0555555555556,14,15,9.52380952380952,10.2040816326531,81.9444444444444,81.9444444444444,1,191,65,197.5,1017.76,972.58064516129,0,0,0,0,0,0,,0,,0,1,1,1
144.00,0,1,2,4,,,0,7.9,14,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.00,0,1,2,4,,,1,6.9,12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.00,0,1,2,4,,,0,8.6,12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.00,0,1,2,4,7,95,0,9,,,,,5.46153846153846,5.46153846153846,5.53846153846154,5.30769230769231,5.76923076923077,2.61538461538462,3.91666666666667,4.83333333333333,3.91666666666667,4.38461538461539,4.84615384615385,4.23076923076923,5,5.09090909090909,4.66666666666667,4.4,4.57142857142857,4.677668997669,4.37948717948718,5.02564102564103,4.74708624708625,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,,,1,,,,
148,0,1,2,4,7,94,1,7.2,12,1,1,1,5,5.61538461538462,6.61538461538462,3.84615384615385,5.61538461538462,4.38461538461539,3.5,3.66666666666667,4.91666666666667,6.15384615384615,3.61538461538462,4.08333333333333,5.5,6,5,4.2,4.71428571428571,4.95666666666667,4.37051282051282,5.17948717948718,5.14583333333333,60,51.5,90.5,18,10.4166666666667,2,1.36054421768707,16,10.8843537414966,10.4166666666667,2,16,1.36054421768707,10.8843537414966,89.5833333333333,89.5833333333333,1,60,51.5,90.5,715.43,630.242424242424,3,3,1,1,1,1,,,1,1,1,1,0
149,0,1,2,4,7,94,0,8.4,11,1,0,0,5.23076923076923,4.92307692307692,4.61538461538462,4.92307692307692,5.69230769230769,3.53846153846154,4.16666666666667,3.83333333333333,4.66666666666667,3.76923076923077,4.38461538461539,3.61538461538462,4.30769230769231,4.16666666666667,2.77777777777778,4,3.21428571428571,3.77350427350427,4.16410256410257,4.82051282051282,3.71688034188034,40,106,112.5,32,20.1388888888889,21,14.2857142857143,11,7.48299319727891,20.1388888888889,21,11,14.2857142857143,7.48299319727891,79.8611111111111,79.8611111111111,1,40,106,112.5,747.71,650.068965517241,0,0,0,0,1,0,0,,1,0,0,1,1
150.00,0,1,2,5,,,0,9.3,12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151.00,0,1,2,5,,,1,9,13,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152.00,0,1,2,5,8,97,0,8.6,12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153.00,0,1,2,5,7,88,0,8.7,12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154.00,0,1,2,5,7,91,1,6.8,11,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,0,1,2,5,8,96,1,9,12,0,1,0,6.25,5.84615384615385,5.72727272727273,5.36363636363636,6.92307692307692,3.83333333333333,4.75,5.16666666666667,3.625,3.5,5.25,3.41666666666667,5.6,4.6,4,3.4,3.78571428571429,4.20333333333333,4.45833333333333,5.65724553224553,4.40416666666667,-29,179.5,125.5,9,4.1666666666667,0,0,9,6.12244897959184,4.1666666666667,0,9,0,6.12244897959184,95.8333333333333,95.8333333333333,1,-29,179.5,125.5,747.24,602.147058823529,1,1,0,1,1,0,0,,1,0,0,1,1
156.00,0,1,2,5,7,84,1,9.8,,,,,5,5.25,4.16666666666667,4.08333333333333,5.16666666666667,2.16666666666667,3.45454545454545,2.09090909090909,3.09090909090909,3.18181818181818,6.16666666666667,6.08333333333333,5.58333333333333,4.18181818181818,5.375,6.25,5.66666666666667,5.49469696969697,3.5969696969697,4.30555555555556,5.30587121212121,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,0,1,1,0,0,1,,,
157.00,0,1,2,5,,,1,8.1,12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158.00,0,1,2,5,,,1,9,12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,0,1,2,5,7,88,0,8,12,1,1,1,5.23076923076923,6.30769230769231,4.53846153846154,4.46153846153846,5.15384615384615,1.92307692307692,2.83333333333333,3.27272727272727,3.33333333333333,3,6.69230769230769,6.23076923076923,6.30769230769231,6,4.55555555555556,5.8,5,5.77880341880342,3.82634032634033,4.6025641025641,5.77350427350427,-117.5,47,-103.5,18,10.4166666666667,4,2.72108843537415,14,9.52380952380952,10.4166666666667,4,14,2.72108843537415,9.52380952380952,89.5833333333333,89.5833333333333,1,-117.5,47,-103.5,980.71,907.363636363636,2,2,1,0,1,1,1,0,,1,0,1,0
160.00,0,1,2,5,7,90,1,9.4,11,1,0,0,5.07692307692308,5.15384615384615,3.53846153846154,4.61538461538462,5.07692307692308,3.46153846153846,6,4.41666666666667,4.33333333333333,3.92307692307692,4.23076923076923,4.61538461538462,4.69230769230769,4.66666666666667,3.11111111111111,3.6,3.28571428571429,4.13709401709402,4.58076923076923,4.48717948717949,4.27136752136752,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,,0,,,
161.00,0,1,2,5,,,1,8,9,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.00,0,1,2,5,,,0,8.4,13,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.00,0,1,2,5,,,0,9.2,12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164.00,0,1,2,5,,,0,8.9,12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165.00,0,1,2,5,7,94,1,9.2,12,1,1,1,6.38461538461539,6,6.84615384615385,5,5.61538461538462,1,4,2.16666666666667,3.25,2.07692307692308,7,7,7,6.83333333333333,6.66666666666667,6.2,6.5,6.74,3.69871794871795,5.14102564102564,6.875,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,1,1,1,0,1,1,,,
166.00,0,1,2,5,,,1,7.8,11,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167.00,0,1,2,5,,,1,9.4,14,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168.00,0,1,2,5,,,0,9.5,13,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169.00,0,1,2,5,,,0,9.2,12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170.00,0,1,2,5,,,0,8.8,12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171.00,0,1,2,5,,,1,8.2,14,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172.00,0,1,2,5,,,0,8.5,12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173.00,0,1,2,5,7,90,1,8.6,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,0,1,2,5,7,88,0,8.5,12,1,1,1,4.84615384615385,5.69230769230769,4.15384615384615,4.23076923076923,5.38461538461539,3.83333333333333,4.91666666666667,3.5,4.08333333333333,3.61538461538462,3.84615384615385,4.53846153846154,5.61538461538462,5.33333333333333,3.77777777777778,5,4.21428571428571,4.85299145299145,3.99230769230769,4.69017094017094,4.81623931623932,14.5,16,84,10,4.8611111111112,4,2.72108843537415,6,4.08163265306122,4.8611111111112,4,6,2.72108843537415,4.08163265306122,95.1388888888888,95.1388888888888,1,14.5,16,84,1061.17,955.909090909091,2,0,1,0,1,0,,0,,,0,0,0
175.00,0,1,2,5,,,1,6.7,12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176.00,0,1,2,5,,,0,7.2,12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,0,1,2,5,7,89,0,8.1,12,0,1,0,3.75,4.4,3.7,3.16666666666667,4.25,3.5,5,3.5,4,3.625,6,5.18181818181818,5.63636363636364,5.25,4.85714285714286,4.25,4.63636363636364,5.03506493506494,4.425,3.79444444444444,5.23133116883117,70,-324,133.5,103,69.4444444444445,4,2.72108843537415,99,67.3469387755102,,,,,,30.5555555555555,,0,,,,893.38,1160.22222222222,3,3,1,1,0,1,1,,0,1,1,0,1
178,0,1,2,5,,,1,9.2,12,1,1,1,,,,,,,,,,,,,,,,,,,,,,76.5,54.5,53.5,11,5.5555555555556,0,0,11,7.48299319727891,5.5555555555556,0,11,0,7.48299319727891,94.4444444444444,94.4444444444444,1,76.5,54.5,53.5,693.21,622.285714285714,,,,,,,,,,,1,1,0
179.00,0,1,2,5,,,0,9,12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180.00,0,1,2,5,,,0,8.4,12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181.00,0,1,2,5,7,94,0,8.9,13,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182.00,0,1,2,5,,,0,9.3,12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183.00,0,1,2,5,,,0,6.9,12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,0,1,2,6,7,84,1,8.3,18,1,0,0,4.53846153846154,4.61538461538462,4.92307692307692,4.46153846153846,5.53846153846154,4.61538461538462,5.18181818181818,4.54545454545455,4.66666666666667,5,4.61538461538462,3,4.58333333333333,4.75,3.44444444444444,4,3.64285714285714,3.95555555555556,4.8018648018648,4.78205128205128,3.94444444444444,115,1.5,93,14,7.6388888888889,0,0,14,9.52380952380952,7.6388888888889,0,14,0,9.52380952380952,92.3611111111111,92.3611111111111,1,115,1.5,93,598.47,568.606060606061,1,1,0,1,1,0,0,1,,0,1,0,0
185,0,1,2,6,7,89,1,8.4,12,0,1,0,5,6,5.84615384615385,5.38461538461539,5.30769230769231,2.69230769230769,3.54545454545455,4.08333333333333,3.25,4.15384615384615,5.15384615384615,4.38461538461539,4.66666666666667,3.72727272727273,2.44444444444444,4,3,3.84459984459984,4.03729603729604,5.03846153846154,3.80574980574981,-14,73,242.5,18,10.4166666666667,5,3.40136054421769,13,8.84353741496599,10.4166666666667,5,13,3.40136054421769,8.84353741496599,89.5833333333333,89.5833333333333,1,-14,73,242.5,947.91,797.161290322581,0,0,0,0,1,0,0,0,1,0,0,1,1
186,0,1,2,6,8,97,1,9.5,12,0,1,0,4.23076923076923,3.92307692307692,4.53846153846154,3.38461538461538,4,4.92307692307692,6,4.41666666666667,4,4.07692307692308,5.69230769230769,4.92307692307692,4.61538461538462,5.41666666666667,5.22222222222222,4.8,5.07142857142857,4.99547008547009,4.83717948717949,4.16666666666667,5.04433760683761,-35.5,-57.5,141,12,6.25,2,1.36054421768707,10,6.80272108843537,6.25,2,10,1.36054421768707,6.80272108843537,93.75,93.75,1,-35.5,-57.5,141,815.31,819.193548387097,3,3,1,1,0,1,1,1,0,1,0,0,1
187.00,0,1,2,6,7,92,0,9.2,12,1,1,1,4.84615384615385,4.30769230769231,4,4,5.25,4.30769230769231,4,4.91666666666667,4,4.84615384615385,4.58333333333333,4.53846153846154,4.75,4.66666666666667,3.33333333333333,2.6,3.07142857142857,3.97769230769231,4.46923076923077,4.45192307692308,4.32211538461538,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,,,0,,,
188.00,0,1,2,6,,,1,7.7,18,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189.00,0,1,2,6,,,1,9.6,12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190.00,0,1,2,6,8,96,1,9.2,12,1,1,1,4.69230769230769,5,6,5.16666666666667,5.69230769230769,3.83333333333333,3.91666666666667,3.54545454545455,3.83333333333333,4.66666666666667,4.76923076923077,4.75,4.91666666666667,5.09090909090909,5.25,4.75,5.08333333333333,4.95151515151515,4.1462703962704,5.06410256410257,5.00189393939394,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,1,1,,,1,,,,
191.00,0,1,2,6,,,0,9.4,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.00,0,1,2,6,7,91,0,8.5,12,0,1,0,4.18181818181818,4.15384615384615,4.75,4.09090909090909,4.46153846153846,3.4,4,3.90909090909091,4.375,4,4.41666666666667,4.18181818181818,4.46153846153846,9.41666666666667,4.22222222222222,3.2,3.85714285714286,5.09644910644911,4.14015151515152,4.17301864801865,5.57056138306138,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,0,1,1,,0,1,,,
